TF_ID	Gene_ID	Family
Ciclev10001403m	Ciclev10001403m.g	NAC
Ciclev10001433m	Ciclev10001433m.g	NAC
Ciclev10001471m	Ciclev10001389m.g	NAC
Ciclev10001473m	Ciclev10001389m.g	NAC
Ciclev10001482m	Ciclev10001482m.g	HSF
Ciclev10001528m	Ciclev10001528m.g	bZIP
Ciclev10001529m	Ciclev10001528m.g	bZIP
Ciclev10001532m	Ciclev10001533m.g	GATA
Ciclev10001533m	Ciclev10001533m.g	GATA
Ciclev10001537m	Ciclev10001533m.g	GATA
Ciclev10001636m	Ciclev10001636m.g	WRKY
Ciclev10001683m	Ciclev10001683m.g	bHLH
Ciclev10001715m	Ciclev10001715m.g	bZIP
Ciclev10001738m	Ciclev10001081m.g	bZIP
Ciclev10001759m	Ciclev10001759m.g	Trihelix
Ciclev10001768m	Ciclev10001768m.g	bHLH
Ciclev10001772m	Ciclev10001400m.g	BBR-BPC
Ciclev10001776m	Ciclev10001400m.g	BBR-BPC
Ciclev10001777m	Ciclev10001400m.g	BBR-BPC
Ciclev10001778m	Ciclev10001400m.g	BBR-BPC
Ciclev10001811m	Ciclev10001811m.g	bHLH
Ciclev10001824m	Ciclev10001824m.g	SRS
Ciclev10001849m	Ciclev10001849m.g	TCP
Ciclev10001893m	Ciclev10001893m.g	bZIP
Ciclev10001952m	Ciclev10001952m.g	ZF-HD
Ciclev10001955m	Ciclev10001952m.g	ZF-HD
Ciclev10001956m	Ciclev10001956m.g	NAC
Ciclev10001976m	Ciclev10001976m.g	NAC
Ciclev10001978m	Ciclev10001978m.g	BES1
Ciclev10001998m	Ciclev10001998m.g	bHLH
Ciclev10002004m	Ciclev10002005m.g	bZIP
Ciclev10002005m	Ciclev10002005m.g	bZIP
Ciclev10002006m	Ciclev10001533m.g	GATA
Ciclev10002029m	Ciclev10002029m.g	bZIP
Ciclev10002056m	Ciclev10002056m.g	GATA
Ciclev10002059m	Ciclev10002059m.g	bZIP
Ciclev10002060m	Ciclev10002056m.g	GATA
Ciclev10002070m	Ciclev10001346m.g	NAC
Ciclev10002081m	Ciclev10002081m.g	NF-YC
Ciclev10002083m	Ciclev10002083m.g	bHLH
Ciclev10002094m	Ciclev10001401m.g	NAC
Ciclev10002095m	Ciclev10002029m.g	bZIP
Ciclev10002096m	Ciclev10002029m.g	bZIP
Ciclev10002131m	Ciclev10002056m.g	GATA
Ciclev10002156m	Ciclev10002156m.g	Trihelix
Ciclev10002172m	Ciclev10002059m.g	bZIP
Ciclev10002179m	Ciclev10002179m.g	Dof
Ciclev10002184m	Ciclev10002005m.g	bZIP
Ciclev10002189m	Ciclev10002193m.g	NF-YC
Ciclev10002191m	Ciclev10002193m.g	NF-YC
Ciclev10002193m	Ciclev10002193m.g	NF-YC
Ciclev10002205m	Ciclev10002205m.g	bHLH
Ciclev10002224m	Ciclev10002083m.g	bHLH
Ciclev10002237m	Ciclev10002237m.g	Dof
Ciclev10002250m	Ciclev10002083m.g	bHLH
Ciclev10002269m	Ciclev10002029m.g	bZIP
Ciclev10002273m	Ciclev10001956m.g	NAC
Ciclev10002277m	Ciclev10001956m.g	NAC
Ciclev10002330m	Ciclev10002056m.g	GATA
Ciclev10002334m	Ciclev10002059m.g	bZIP
Ciclev10002348m	Ciclev10002348m.g	LBD
Ciclev10002355m	Ciclev10002355m.g	ZF-HD
Ciclev10002382m	Ciclev10002156m.g	Trihelix
Ciclev10002396m	Ciclev10002396m.g	bHLH
Ciclev10002538m	Ciclev10002538m.g	NAC
Ciclev10002731m	Ciclev10002731m.g	bZIP
Ciclev10002736m	Ciclev10002739m.g	SRS
Ciclev10002739m	Ciclev10002739m.g	SRS
Ciclev10002805m	Ciclev10002805m.g	bZIP
Ciclev10003120m	Ciclev10003120m.g	bZIP
Ciclev10003157m	Ciclev10003157m.g	NF-YB
Ciclev10003213m	Ciclev10003213m.g	GRAS
Ciclev10003255m	Ciclev10003255m.g	NAC
Ciclev10003273m	Ciclev10003273m.g	NAC
Ciclev10003358m	Ciclev10003358m.g	FAR1
Ciclev10003379m	Ciclev10003379m.g	NAC
Ciclev10003450m	Ciclev10003450m.g	bHLH
Ciclev10003451m	Ciclev10003451m.g	Trihelix
Ciclev10003558m	Ciclev10003558m.g	NF-YB
Ciclev10003698m	Ciclev10003698m.g	GATA
Ciclev10003699m	Ciclev10003699m.g	GATA
Ciclev10003702m	Ciclev10003702m.g	ZF-HD
Ciclev10003738m	Ciclev10003738m.g	bHLH
Ciclev10003746m	Ciclev10003746m.g	LBD
Ciclev10003771m	Ciclev10003771m.g	GATA
Ciclev10003814m	Ciclev10003814m.g	NAC
Ciclev10003815m	Ciclev10003815m.g	bHLH
Ciclev10003845m	Ciclev10003845m.g	bZIP
Ciclev10003937m	Ciclev10003937m.g	ZF-HD
Ciclev10003973m	Ciclev10003973m.g	bHLH
Ciclev10004036m	Ciclev10004036m.g	bZIP
Ciclev10004050m	Ciclev10004050m.g	ZF-HD
Ciclev10004227m	Ciclev10004227m.g	SBP
Ciclev10004233m	Ciclev10004233m.g	Trihelix
Ciclev10004234m	Ciclev10004234m.g	CAMTA
Ciclev10004267m	Ciclev10004227m.g	SBP
Ciclev10004273m	Ciclev10004273m.g	CAMTA
Ciclev10004306m	Ciclev10004227m.g	SBP
Ciclev10004348m	Ciclev10004348m.g	SBP
Ciclev10004376m	Ciclev10004376m.g	FAR1
Ciclev10004395m	Ciclev10004395m.g	FAR1
Ciclev10004441m	Ciclev10004441m.g	CPP
Ciclev10004457m	Ciclev10004227m.g	SBP
Ciclev10004502m	Ciclev10004502m.g	GRAS
Ciclev10004528m	Ciclev10004348m.g	SBP
Ciclev10004586m	Ciclev10004586m.g	GRAS
Ciclev10004715m	Ciclev10004715m.g	GRAS
Ciclev10004862m	Ciclev10004862m.g	bHLH
Ciclev10005031m	Ciclev10005031m.g	bHLH
Ciclev10005077m	Ciclev10005080m.g	bZIP
Ciclev10005078m	Ciclev10005080m.g	bZIP
Ciclev10005080m	Ciclev10005080m.g	bZIP
Ciclev10005087m	Ciclev10005087m.g	bHLH
Ciclev10005095m	Ciclev10005095m.g	WRKY
Ciclev10005144m	Ciclev10005144m.g	NF-YA
Ciclev10005165m	Ciclev10005165m.g	WRKY
Ciclev10005203m	Ciclev10005203m.g	WRKY
Ciclev10005233m	Ciclev10005233m.g	bHLH
Ciclev10005260m	Ciclev10005260m.g	NAC
Ciclev10005329m	Ciclev10005329m.g	Trihelix
Ciclev10005341m	Ciclev10005341m.g	NAC
Ciclev10005366m	Ciclev10005366m.g	TCP
Ciclev10005403m	Ciclev10005403m.g	HSF
Ciclev10005410m	Ciclev10005087m.g	bHLH
Ciclev10005465m	Ciclev10005465m.g	NAC
Ciclev10005649m	Ciclev10005649m.g	HSF
Ciclev10005658m	Ciclev10005658m.g	GATA
Ciclev10005777m	Ciclev10005777m.g	bHLH
Ciclev10005872m	Ciclev10005872m.g	bHLH
Ciclev10005930m	Ciclev10005872m.g	bHLH
Ciclev10005947m	Ciclev10005947m.g	bHLH
Ciclev10006113m	Ciclev10006113m.g	LBD
Ciclev10006161m	Ciclev10006161m.g	GATA
Ciclev10006208m	Ciclev10006208m.g	LBD
Ciclev10006413m	Ciclev10006413m.g	bHLH
Ciclev10006463m	Ciclev10006463m.g	bHLH
Ciclev10006534m	Ciclev10006534m.g	GRAS
Ciclev10006623m	Ciclev10006623m.g	NAC
Ciclev10006625m	Ciclev10006625m.g	NAC
Ciclev10006628m	Ciclev10006628m.g	bHLH
Ciclev10006639m	Ciclev10006639m.g	bHLH
Ciclev10006694m	Ciclev10006694m.g	LBD
Ciclev10006695m	Ciclev10006695m.g	NAC
Ciclev10006728m	Ciclev10006728m.g	WRKY
Ciclev10006766m	Ciclev10006766m.g	GRAS
Ciclev10006769m	Ciclev10006769m.g	NF-YB
Ciclev10006868m	Ciclev10006868m.g	LBD
Ciclev10006869m	Ciclev10006869m.g	NAC
Ciclev10006875m	Ciclev10006875m.g	GRAS
Ciclev10006887m	Ciclev10006887m.g	bHLH
Ciclev10006893m	Ciclev10006893m.g	HSF
Ciclev10006902m	Ciclev10006902m.g	HSF
Ciclev10006940m	Ciclev10006940m.g	bHLH
Ciclev10006985m	Ciclev10006985m.g	NAC
Ciclev10006988m	Ciclev10006988m.g	NAC
Ciclev10007003m	Ciclev10007003m.g	NF-YC
Ciclev10007045m	Ciclev10007045m.g	bZIP
Ciclev10007109m	Ciclev10007109m.g	TCP
Ciclev10007150m	Ciclev10007150m.g	bHLH
Ciclev10007172m	Ciclev10007172m.g	NAC
Ciclev10007369m	Ciclev10007369m.g	CPP
Ciclev10007737m	Ciclev10007737m.g	CPP
Ciclev10007795m	Ciclev10007795m.g	CPP
Ciclev10007843m	Ciclev10007843m.g	GRAS
Ciclev10007882m	Ciclev10007882m.g	WRKY
Ciclev10007904m	Ciclev10007904m.g	WRKY
Ciclev10007917m	Ciclev10007917m.g	WRKY
Ciclev10007927m	Ciclev10007927m.g	GRAS
Ciclev10007937m	Ciclev10007937m.g	bHLH
Ciclev10007943m	Ciclev10007927m.g	GRAS
Ciclev10008008m	Ciclev10008008m.g	bHLH
Ciclev10008074m	Ciclev10008074m.g	HRT-like
Ciclev10008110m	Ciclev10007904m.g	WRKY
Ciclev10008116m	Ciclev10008116m.g	HSF
Ciclev10008135m	Ciclev10008135m.g	WRKY
Ciclev10008138m	Ciclev10008135m.g	WRKY
Ciclev10008192m	Ciclev10008192m.g	bHLH
Ciclev10008226m	Ciclev10008226m.g	GRAS
Ciclev10008228m	Ciclev10008228m.g	bHLH
Ciclev10008390m	Ciclev10008390m.g	TCP
Ciclev10008493m	Ciclev10007882m.g	WRKY
Ciclev10008515m	Ciclev10008515m.g	bZIP
Ciclev10008617m	Ciclev10008617m.g	HSF
Ciclev10008618m	Ciclev10008617m.g	HSF
Ciclev10008619m	Ciclev10008619m.g	NAC
Ciclev10008628m	Ciclev10008628m.g	NAC
Ciclev10008684m	Ciclev10008684m.g	bHLH
Ciclev10008690m	Ciclev10008690m.g	GATA
Ciclev10008720m	Ciclev10008720m.g	bZIP
Ciclev10008724m	Ciclev10008684m.g	bHLH
Ciclev10008726m	Ciclev10008720m.g	bZIP
Ciclev10008768m	Ciclev10008768m.g	HSF
Ciclev10008804m	Ciclev10008684m.g	bHLH
Ciclev10008812m	Ciclev10008812m.g	NAC
Ciclev10008836m	Ciclev10008836m.g	WRKY
Ciclev10008866m	Ciclev10008866m.g	Trihelix
Ciclev10008885m	Ciclev10008885m.g	NAC
Ciclev10008887m	Ciclev10008684m.g	bHLH
Ciclev10008930m	Ciclev10008930m.g	WRKY
Ciclev10008943m	Ciclev10008943m.g	GATA
Ciclev10008956m	Ciclev10008943m.g	GATA
Ciclev10008968m	Ciclev10008968m.g	GATA
Ciclev10008982m	Ciclev10008968m.g	GATA
Ciclev10009004m	Ciclev10009004m.g	GATA
Ciclev10009055m	Ciclev10008515m.g	bZIP
Ciclev10009058m	Ciclev10008515m.g	bZIP
Ciclev10009071m	Ciclev10009072m.g	Trihelix
Ciclev10009072m	Ciclev10009072m.g	Trihelix
Ciclev10009120m	Ciclev10008836m.g	WRKY
Ciclev10009250m	Ciclev10009250m.g	WRKY
Ciclev10009285m	Ciclev10009285m.g	bHLH
Ciclev10009297m	Ciclev10009285m.g	bHLH
Ciclev10009354m	Ciclev10009354m.g	bHLH
Ciclev10009560m	Ciclev10009560m.g	YABBY
Ciclev10009599m	Ciclev10009560m.g	YABBY
Ciclev10009623m	Ciclev10009623m.g	NF-YB
Ciclev10009720m	Ciclev10009720m.g	bZIP
Ciclev10009761m	Ciclev10009761m.g	WRKY
Ciclev10009823m	Ciclev10009560m.g	YABBY
Ciclev10009846m	Ciclev10009560m.g	YABBY
Ciclev10009879m	Ciclev10009879m.g	SBP
Ciclev10009937m	Ciclev10009761m.g	WRKY
Ciclev10010221m	Ciclev10010221m.g	NAC
Ciclev10010226m	Ciclev10010226m.g	FAR1
Ciclev10010373m	Ciclev10010373m.g	LBD
Ciclev10010391m	Ciclev10010391m.g	NF-YB
Ciclev10010497m	Ciclev10010497m.g	Nin-like
Ciclev10010524m	Ciclev10010524m.g	NAC
Ciclev10010545m	Ciclev10010545m.g	NAC
Ciclev10010568m	Ciclev10010568m.g	NAC
Ciclev10010579m	Ciclev10010579m.g	NAC
Ciclev10010595m	Ciclev10010595m.g	Trihelix
Ciclev10010615m	Ciclev10010615m.g	HRT-like
Ciclev10010617m	Ciclev10010617m.g	NZZ/SPL
Ciclev10010632m	Ciclev10010632m.g	NAC
Ciclev10010825m	Ciclev10010825m.g	GRAS
Ciclev10010993m	Ciclev10010993m.g	FAR1
Ciclev10011085m	Ciclev10011085m.g	GRAS
Ciclev10011140m	Ciclev10011141m.g	GRAS
Ciclev10011141m	Ciclev10011141m.g	GRAS
Ciclev10011169m	Ciclev10011169m.g	bZIP
Ciclev10011214m	Ciclev10011214m.g	bHLH
Ciclev10011293m	Ciclev10011293m.g	NAC
Ciclev10011338m	Ciclev10011338m.g	Trihelix
Ciclev10011367m	Ciclev10011367m.g	GRAS
Ciclev10011386m	Ciclev10011386m.g	WRKY
Ciclev10011432m	Ciclev10011433m.g	Trihelix
Ciclev10011433m	Ciclev10011433m.g	Trihelix
Ciclev10011458m	Ciclev10011458m.g	GRAS
Ciclev10011499m	Ciclev10011433m.g	Trihelix
Ciclev10011500m	Ciclev10011433m.g	Trihelix
Ciclev10011501m	Ciclev10011501m.g	WRKY
Ciclev10011502m	Ciclev10011433m.g	Trihelix
Ciclev10011531m	Ciclev10011531m.g	HSF
Ciclev10011556m	Ciclev10011556m.g	Dof
Ciclev10011632m	Ciclev10011632m.g	E2F/DP
Ciclev10011656m	Ciclev10011632m.g	E2F/DP
Ciclev10011660m	Ciclev10011660m.g	WRKY
Ciclev10011698m	Ciclev10011531m.g	HSF
Ciclev10011732m	Ciclev10011732m.g	GRAS
Ciclev10011887m	Ciclev10011887m.g	TCP
Ciclev10011891m	Ciclev10011891m.g	NAC
Ciclev10011938m	Ciclev10011938m.g	SBP
Ciclev10011962m	Ciclev10011938m.g	SBP
Ciclev10011968m	Ciclev10011968m.g	ZF-HD
Ciclev10011975m	Ciclev10011975m.g	GeBP
Ciclev10011984m	Ciclev10011975m.g	GeBP
Ciclev10012024m	Ciclev10012024m.g	Dof
Ciclev10012055m	Ciclev10012055m.g	WRKY
Ciclev10012088m	Ciclev10012088m.g	E2F/DP
Ciclev10012093m	Ciclev10012093m.g	NAC
Ciclev10012135m	Ciclev10012135m.g	bHLH
Ciclev10012171m	Ciclev10011632m.g	E2F/DP
Ciclev10012176m	Ciclev10012135m.g	bHLH
Ciclev10012205m	Ciclev10012205m.g	bZIP
Ciclev10012232m	Ciclev10012232m.g	NF-YA
Ciclev10012342m	Ciclev10012342m.g	Trihelix
Ciclev10012372m	Ciclev10012372m.g	FAR1
Ciclev10012453m	Ciclev10012453m.g	bHLH
Ciclev10012468m	Ciclev10012468m.g	NAC
Ciclev10012534m	Ciclev10012534m.g	GeBP
Ciclev10012612m	Ciclev10012612m.g	TCP
Ciclev10012626m	Ciclev10012626m.g	bHLH
Ciclev10012681m	Ciclev10012453m.g	bHLH
Ciclev10012754m	Ciclev10012754m.g	TCP
Ciclev10012868m	Ciclev10012868m.g	YABBY
Ciclev10012873m	Ciclev10012868m.g	YABBY
Ciclev10012874m	Ciclev10012868m.g	YABBY
Ciclev10012891m	Ciclev10012891m.g	ZF-HD
Ciclev10012920m	Ciclev10012920m.g	NF-YB
Ciclev10012974m	Ciclev10012974m.g	bHLH
Ciclev10013121m	Ciclev10012920m.g	NF-YB
Ciclev10013209m	Ciclev10013209m.g	bHLH
Ciclev10013218m	Ciclev10013218m.g	S1Fa-like
Ciclev10013334m	Ciclev10013334m.g	bZIP
Ciclev10013385m	Ciclev10013385m.g	bZIP
Ciclev10013420m	Ciclev10013420m.g	bHLH
Ciclev10013435m	Ciclev10013435m.g	NF-YC
Ciclev10013486m	Ciclev10013486m.g	Trihelix
Ciclev10013502m	Ciclev10013502m.g	LBD
Ciclev10013541m	Ciclev10013541m.g	bZIP
Ciclev10013546m	Ciclev10013546m.g	BES1
Ciclev10013616m	Ciclev10013616m.g	WRKY
Ciclev10013622m	Ciclev10013622m.g	NAC
Ciclev10013626m	Ciclev10013626m.g	NAC
Ciclev10013640m	Ciclev10013640m.g	bHLH
Ciclev10013691m	Ciclev10013691m.g	NAC
Ciclev10013694m	Ciclev10013694m.g	NAC
Ciclev10013705m	Ciclev10013705m.g	LBD
Ciclev10013730m	Ciclev10013730m.g	NAC
Ciclev10013781m	Ciclev10013781m.g	WRKY
Ciclev10013814m	Ciclev10013814m.g	Dof
Ciclev10013879m	Ciclev10013879m.g	NAC
Ciclev10013881m	Ciclev10013881m.g	FAR1
Ciclev10013892m	Ciclev10013892m.g	FAR1
Ciclev10014295m	Ciclev10014295m.g	FAR1
Ciclev10014297m	Ciclev10014295m.g	FAR1
Ciclev10014474m	Ciclev10014474m.g	FAR1
Ciclev10014479m	Ciclev10014481m.g	FAR1
Ciclev10014481m	Ciclev10014481m.g	FAR1
Ciclev10014616m	Ciclev10014617m.g	EIL
Ciclev10014617m	Ciclev10014617m.g	EIL
Ciclev10014642m	Ciclev10014642m.g	WRKY
Ciclev10014665m	Ciclev10014665m.g	WRKY
Ciclev10014678m	Ciclev10014617m.g	EIL
Ciclev10014679m	Ciclev10014617m.g	EIL
Ciclev10014811m	Ciclev10014811m.g	GRAS
Ciclev10014813m	Ciclev10014811m.g	GRAS
Ciclev10014845m	Ciclev10014845m.g	GRAS
Ciclev10014984m	Ciclev10014984m.g	WRKY
Ciclev10014986m	Ciclev10014986m.g	TCP
Ciclev10014989m	Ciclev10014986m.g	TCP
Ciclev10015039m	Ciclev10015039m.g	bHLH
Ciclev10015049m	Ciclev10015049m.g	WRKY
Ciclev10015052m	Ciclev10015052m.g	bHLH
Ciclev10015054m	Ciclev10015052m.g	bHLH
Ciclev10015064m	Ciclev10015064m.g	VOZ
Ciclev10015065m	Ciclev10015064m.g	VOZ
Ciclev10015067m	Ciclev10015064m.g	VOZ
Ciclev10015076m	Ciclev10015076m.g	VOZ
Ciclev10015092m	Ciclev10015064m.g	VOZ
Ciclev10015172m	Ciclev10015039m.g	bHLH
Ciclev10015189m	Ciclev10015189m.g	Trihelix
Ciclev10015219m	Ciclev10015219m.g	GRAS
Ciclev10015222m	Ciclev10015222m.g	GRAS
Ciclev10015261m	Ciclev10015261m.g	EIL
Ciclev10015354m	Ciclev10015354m.g	BBR-BPC
Ciclev10015413m	Ciclev10015413m.g	HSF
Ciclev10015436m	Ciclev10015437m.g	bHLH
Ciclev10015437m	Ciclev10015437m.g	bHLH
Ciclev10015472m	Ciclev10015472m.g	HSF
Ciclev10015507m	Ciclev10015507m.g	NAC
Ciclev10015528m	Ciclev10015528m.g	GeBP
Ciclev10015540m	Ciclev10015541m.g	HSF
Ciclev10015541m	Ciclev10015541m.g	HSF
Ciclev10015635m	Ciclev10015076m.g	VOZ
Ciclev10015674m	Ciclev10015674m.g	SRS
Ciclev10015688m	Ciclev10015688m.g	NAC
Ciclev10015695m	Ciclev10015695m.g	Trihelix
Ciclev10015710m	Ciclev10015710m.g	Dof
Ciclev10015805m	Ciclev10015808m.g	NF-YA
Ciclev10015806m	Ciclev10015808m.g	NF-YA
Ciclev10015807m	Ciclev10015808m.g	NF-YA
Ciclev10015808m	Ciclev10015808m.g	NF-YA
Ciclev10015871m	Ciclev10015871m.g	TCP
Ciclev10015879m	Ciclev10015879m.g	Dof
Ciclev10015910m	Ciclev10015910m.g	BES1
Ciclev10015966m	Ciclev10015966m.g	bZIP
Ciclev10015976m	Ciclev10015976m.g	NAC
Ciclev10015977m	Ciclev10015977m.g	TCP
Ciclev10015982m	Ciclev10015977m.g	TCP
Ciclev10016016m	Ciclev10016016m.g	Trihelix
Ciclev10016017m	Ciclev10016017m.g	Dof
Ciclev10016229m	Ciclev10016229m.g	WRKY
Ciclev10016243m	Ciclev10015076m.g	VOZ
Ciclev10016261m	Ciclev10016261m.g	bHLH
Ciclev10016289m	Ciclev10016289m.g	bHLH
Ciclev10016335m	Ciclev10016736m.g	FAR1
Ciclev10016336m	Ciclev10016736m.g	FAR1
Ciclev10016381m	Ciclev10016381m.g	bHLH
Ciclev10016383m	Ciclev10016383m.g	bZIP
Ciclev10016400m	Ciclev10016383m.g	bZIP
Ciclev10016408m	Ciclev10016383m.g	bZIP
Ciclev10016416m	Ciclev10016383m.g	bZIP
Ciclev10016422m	Ciclev10016422m.g	LBD
Ciclev10016434m	Ciclev10016434m.g	NAC
Ciclev10016461m	Ciclev10016461m.g	bHLH
Ciclev10016466m	Ciclev10016466m.g	bHLH
Ciclev10016473m	Ciclev10016383m.g	bZIP
Ciclev10016491m	Ciclev10016491m.g	NF-YA
Ciclev10016498m	Ciclev10016498m.g	NF-YB
Ciclev10016501m	Ciclev10016461m.g	bHLH
Ciclev10016508m	Ciclev10016381m.g	bHLH
Ciclev10016511m	Ciclev10016511m.g	bHLH
Ciclev10016617m	Ciclev10016491m.g	NF-YA
Ciclev10016654m	Ciclev10016654m.g	FAR1
Ciclev10016685m	Ciclev10016491m.g	NF-YA
Ciclev10016707m	Ciclev10016707m.g	HSF
Ciclev10016721m	Ciclev10016721m.g	FAR1
Ciclev10016736m	Ciclev10016736m.g	FAR1
Ciclev10016787m	Ciclev10016466m.g	bHLH
Ciclev10016841m	Ciclev10016841m.g	SBP
Ciclev10016846m	Ciclev10016846m.g	bHLH
Ciclev10016849m	Ciclev10016846m.g	bHLH
Ciclev10016850m	Ciclev10016846m.g	bHLH
Ciclev10016853m	Ciclev10016491m.g	NF-YA
Ciclev10016877m	Ciclev10016434m.g	NAC
Ciclev10016893m	Ciclev10016381m.g	bHLH
Ciclev10016937m	Ciclev10016841m.g	SBP
Ciclev10016938m	Ciclev10016938m.g	bHLH
Ciclev10016948m	Ciclev10016654m.g	FAR1
Ciclev10016993m	Ciclev10016993m.g	LBD
Ciclev10017006m	Ciclev10017006m.g	LBD
Ciclev10017104m	Ciclev10017104m.g	SBP
Ciclev10017173m	Ciclev10017173m.g	WRKY
Ciclev10017214m	Ciclev10017173m.g	WRKY
Ciclev10017217m	Ciclev10017173m.g	WRKY
Ciclev10017218m	Ciclev10017173m.g	WRKY
Ciclev10017222m	Ciclev10017173m.g	WRKY
Ciclev10017431m	Ciclev10017431m.g	EIL
Ciclev10017466m	Ciclev10017466m.g	GRAS
Ciclev10017474m	Ciclev10017474m.g	bHLH
Ciclev10017490m	Ciclev10017490m.g	GATA
Ciclev10017531m	Ciclev10017531m.g	WRKY
Ciclev10017579m	Ciclev10017579m.g	bHLH
Ciclev10017617m	Ciclev10017617m.g	bHLH
Ciclev10017618m	Ciclev10017618m.g	NAC
Ciclev10017646m	Ciclev10017646m.g	LBD
Ciclev10017674m	Ciclev10017674m.g	bHLH
Ciclev10017689m	Ciclev10017689m.g	Trihelix
Ciclev10017778m	Ciclev10017778m.g	BES1
Ciclev10017809m	Ciclev10017809m.g	LBD
Ciclev10017822m	Ciclev10017822m.g	NAC
Ciclev10017910m	Ciclev10017910m.g	LBD
Ciclev10018016m	Ciclev10018016m.g	SAP
Ciclev10018041m	Ciclev10018041m.g	E2F/DP
Ciclev10018084m	Ciclev10018084m.g	FAR1
Ciclev10018090m	Ciclev10018090m.g	bZIP
Ciclev10018094m	Ciclev10018094m.g	Dof
Ciclev10018120m	Ciclev10018120m.g	bHLH
Ciclev10018141m	Ciclev10018141m.g	bHLH
Ciclev10018153m	Ciclev10018153m.g	GRAS
Ciclev10018230m	Ciclev10018230m.g	WRKY
Ciclev10018239m	Ciclev10018239m.g	FAR1
Ciclev10018266m	Ciclev10018266m.g	FAR1
Ciclev10018310m	Ciclev10018310m.g	FAR1
Ciclev10018607m	Ciclev10018607m.g	NF-X1
Ciclev10018668m	Ciclev10018669m.g	Nin-like
Ciclev10018669m	Ciclev10018669m.g	Nin-like
Ciclev10018673m	Ciclev10018669m.g	Nin-like
Ciclev10018697m	Ciclev10018697m.g	SBP
Ciclev10018744m	Ciclev10018744m.g	Nin-like
Ciclev10018763m	Ciclev10018763m.g	Trihelix
Ciclev10018767m	Ciclev10018744m.g	Nin-like
Ciclev10018794m	Ciclev10018794m.g	FAR1
Ciclev10018915m	Ciclev10018915m.g	Trihelix
Ciclev10018916m	Ciclev10018916m.g	GRAS
Ciclev10018993m	Ciclev10018993m.g	bHLH
Ciclev10019059m	Ciclev10018993m.g	bHLH
Ciclev10019083m	Ciclev10019083m.g	GRAS
