TF_ID	Gene_ID	Family
orange1.1g003138m	orange1.1g002868m.g	SBP
orange1.1g003650m	orange1.1g002476m.g	CAMTA
orange1.1g003660m	orange1.1g002476m.g	CAMTA
orange1.1g003766m	orange1.1g003766m.g	Trihelix
orange1.1g003787m	orange1.1g003787m.g	SBP
orange1.1g003968m	orange1.1g003968m.g	CPP
orange1.1g004027m	orange1.1g001365m.g	CAMTA
orange1.1g004030m	orange1.1g001317m.g	SBP
orange1.1g004062m	orange1.1g001317m.g	SBP
orange1.1g004091m	orange1.1g001971m.g	SBP
orange1.1g004138m	orange1.1g004138m.g	FAR1
orange1.1g004246m	orange1.1g001971m.g	SBP
orange1.1g004380m	orange1.1g001365m.g	CAMTA
orange1.1g004420m	orange1.1g004420m.g	FAR1
orange1.1g004429m	orange1.1g004420m.g	FAR1
orange1.1g004450m	orange1.1g004450m.g	FAR1
orange1.1g004488m	orange1.1g004488m.g	GRAS
orange1.1g004490m	orange1.1g004488m.g	GRAS
orange1.1g004499m	orange1.1g004499m.g	bHLH
orange1.1g004514m	orange1.1g004514m.g	GRAS
orange1.1g004524m	orange1.1g004514m.g	GRAS
orange1.1g004769m	orange1.1g004420m.g	FAR1
orange1.1g004957m	orange1.1g004975m.g	Nin-like
orange1.1g004962m	orange1.1g004975m.g	Nin-like
orange1.1g004963m	orange1.1g004963m.g	WRKY
orange1.1g004966m	orange1.1g004975m.g	Nin-like
orange1.1g004973m	orange1.1g004963m.g	WRKY
orange1.1g004975m	orange1.1g004975m.g	Nin-like
orange1.1g004978m	orange1.1g004975m.g	Nin-like
orange1.1g004980m	orange1.1g004975m.g	Nin-like
orange1.1g004988m	orange1.1g004963m.g	WRKY
orange1.1g005019m	orange1.1g004499m.g	bHLH
orange1.1g005112m	orange1.1g004499m.g	bHLH
orange1.1g005124m	orange1.1g003766m.g	Trihelix
orange1.1g005128m	orange1.1g001759m.g	CAMTA
orange1.1g005162m	orange1.1g001317m.g	SBP
orange1.1g005237m	orange1.1g005237m.g	GRAS
orange1.1g005246m	orange1.1g001759m.g	CAMTA
orange1.1g005262m	orange1.1g003766m.g	Trihelix
orange1.1g005290m	orange1.1g002144m.g	Nin-like
orange1.1g005326m	orange1.1g005326m.g	GRAS
orange1.1g005549m	orange1.1g005549m.g	FAR1
orange1.1g005560m	orange1.1g005549m.g	FAR1
orange1.1g005579m	orange1.1g005579m.g	FAR1
orange1.1g005651m	orange1.1g005651m.g	bHLH
orange1.1g005715m	orange1.1g005715m.g	BES1
orange1.1g005787m	orange1.1g003766m.g	Trihelix
orange1.1g005811m	orange1.1g005715m.g	BES1
orange1.1g005861m	orange1.1g005861m.g	STAT
orange1.1g005927m	orange1.1g005927m.g	FAR1
orange1.1g005929m	orange1.1g001317m.g	SBP
orange1.1g005954m	orange1.1g005954m.g	GRAS
orange1.1g006040m	orange1.1g006040m.g	bHLH
orange1.1g006043m	orange1.1g003968m.g	CPP
orange1.1g006081m	orange1.1g006081m.g	CPP
orange1.1g006142m	orange1.1g004499m.g	bHLH
orange1.1g006174m	orange1.1g001971m.g	SBP
orange1.1g006217m	orange1.1g006217m.g	bHLH
orange1.1g006283m	orange1.1g006040m.g	bHLH
orange1.1g006295m	orange1.1g003968m.g	CPP
orange1.1g006300m	orange1.1g006300m.g	CPP
orange1.1g006470m	orange1.1g006040m.g	bHLH
orange1.1g006479m	orange1.1g006040m.g	bHLH
orange1.1g006509m	orange1.1g005861m.g	STAT
orange1.1g006526m	orange1.1g005861m.g	STAT
orange1.1g006537m	orange1.1g002144m.g	Nin-like
orange1.1g006569m	orange1.1g002476m.g	CAMTA
orange1.1g006595m	orange1.1g001317m.g	SBP
orange1.1g006602m	orange1.1g003787m.g	SBP
orange1.1g006734m	orange1.1g006081m.g	CPP
orange1.1g006924m	orange1.1g006925m.g	Trihelix
orange1.1g006925m	orange1.1g006925m.g	Trihelix
orange1.1g006986m	orange1.1g006986m.g	GRAS
orange1.1g007017m	orange1.1g007017m.g	EIL
orange1.1g007028m	orange1.1g007017m.g	EIL
orange1.1g007034m	orange1.1g007017m.g	EIL
orange1.1g007097m	orange1.1g006217m.g	bHLH
orange1.1g007099m	orange1.1g007099m.g	WRKY
orange1.1g007139m	orange1.1g007139m.g	Trihelix
orange1.1g007173m	orange1.1g007174m.g	EIL
orange1.1g007174m	orange1.1g007174m.g	EIL
orange1.1g007180m	orange1.1g007174m.g	EIL
orange1.1g007186m	orange1.1g007174m.g	EIL
orange1.1g007187m	orange1.1g007174m.g	EIL
orange1.1g007258m	orange1.1g004499m.g	bHLH
orange1.1g007271m	orange1.1g007271m.g	NF-X1
orange1.1g007284m	orange1.1g007284m.g	GRAS
orange1.1g007294m	orange1.1g003968m.g	CPP
orange1.1g007316m	orange1.1g007316m.g	Trihelix
orange1.1g007393m	orange1.1g007393m.g	NAC
orange1.1g007432m	orange1.1g007393m.g	NAC
orange1.1g007449m	orange1.1g006040m.g	bHLH
orange1.1g007469m	orange1.1g007469m.g	CPP
orange1.1g007527m	orange1.1g007527m.g	bHLH
orange1.1g007546m	orange1.1g007546m.g	WRKY
orange1.1g007579m	orange1.1g007579m.g	bZIP
orange1.1g007598m	orange1.1g007598m.g	NAC
orange1.1g007662m	orange1.1g007662m.g	EIL
orange1.1g007712m	orange1.1g001971m.g	SBP
orange1.1g007797m	orange1.1g007797m.g	bHLH
orange1.1g007853m	orange1.1g007853m.g	GRAS
orange1.1g007856m	orange1.1g007853m.g	GRAS
orange1.1g007870m	orange1.1g001971m.g	SBP
orange1.1g007883m	orange1.1g001971m.g	SBP
orange1.1g007938m	orange1.1g007938m.g	NAC
orange1.1g007974m	orange1.1g007797m.g	bHLH
orange1.1g007983m	orange1.1g007017m.g	EIL
orange1.1g007988m	orange1.1g007017m.g	EIL
orange1.1g008002m	orange1.1g007017m.g	EIL
orange1.1g008080m	orange1.1g001971m.g	SBP
orange1.1g008125m	orange1.1g007393m.g	NAC
orange1.1g008153m	orange1.1g008153m.g	GRAS
orange1.1g008187m	orange1.1g008187m.g	TCP
orange1.1g008226m	orange1.1g007797m.g	bHLH
orange1.1g008269m	orange1.1g006081m.g	CPP
orange1.1g008335m	orange1.1g008335m.g	NAC
orange1.1g008458m	orange1.1g008458m.g	WRKY
orange1.1g008501m	orange1.1g008458m.g	WRKY
orange1.1g008559m	orange1.1g008559m.g	GRAS
orange1.1g008631m	orange1.1g008631m.g	bHLH
orange1.1g008680m	orange1.1g008680m.g	SBP
orange1.1g008756m	orange1.1g004499m.g	bHLH
orange1.1g008770m	orange1.1g008680m.g	SBP
orange1.1g008776m	orange1.1g008680m.g	SBP
orange1.1g008830m	orange1.1g007393m.g	NAC
orange1.1g008874m	orange1.1g008631m.g	bHLH
orange1.1g008907m	orange1.1g007598m.g	NAC
orange1.1g008921m	orange1.1g007598m.g	NAC
orange1.1g008964m	orange1.1g008964m.g	WRKY
orange1.1g008967m	orange1.1g008967m.g	bHLH
orange1.1g008984m	orange1.1g008984m.g	GRAS
orange1.1g008988m	orange1.1g008984m.g	GRAS
orange1.1g009037m	orange1.1g007271m.g	NF-X1
orange1.1g009051m	orange1.1g009051m.g	WRKY
orange1.1g009140m	orange1.1g009144m.g	EIL
orange1.1g009144m	orange1.1g009144m.g	EIL
orange1.1g009151m	orange1.1g009155m.g	GATA
orange1.1g009155m	orange1.1g009155m.g	GATA
orange1.1g009159m	orange1.1g006081m.g	CPP
orange1.1g009174m	orange1.1g009174m.g	Trihelix
orange1.1g009205m	orange1.1g009155m.g	GATA
orange1.1g009215m	orange1.1g009215m.g	GRAS
orange1.1g009221m	orange1.1g009155m.g	GATA
orange1.1g009335m	orange1.1g005715m.g	BES1
orange1.1g009376m	orange1.1g009376m.g	GRAS
orange1.1g009388m	orange1.1g009388m.g	NAC
orange1.1g009389m	orange1.1g007598m.g	NAC
orange1.1g009521m	orange1.1g007797m.g	bHLH
orange1.1g009555m	orange1.1g009555m.g	bHLH
orange1.1g009564m	orange1.1g007797m.g	bHLH
orange1.1g009607m	orange1.1g009607m.g	GRAS
orange1.1g009649m	orange1.1g008631m.g	bHLH
orange1.1g009653m	orange1.1g009653m.g	SBP
orange1.1g009659m	orange1.1g007797m.g	bHLH
orange1.1g009676m	orange1.1g007797m.g	bHLH
orange1.1g009697m	orange1.1g007598m.g	NAC
orange1.1g009794m	orange1.1g009794m.g	WRKY
orange1.1g009808m	orange1.1g009051m.g	WRKY
orange1.1g009904m	orange1.1g008631m.g	bHLH
orange1.1g009907m	orange1.1g009938m.g	TCP
orange1.1g009908m	orange1.1g009938m.g	TCP
orange1.1g009921m	orange1.1g009938m.g	TCP
orange1.1g009926m	orange1.1g009938m.g	TCP
orange1.1g009927m	orange1.1g009938m.g	TCP
orange1.1g009929m	orange1.1g009938m.g	TCP
orange1.1g009938m	orange1.1g009938m.g	TCP
orange1.1g009942m	orange1.1g009938m.g	TCP
orange1.1g010045m	orange1.1g010045m.g	bHLH
orange1.1g010053m	orange1.1g010053m.g	bHLH
orange1.1g010166m	orange1.1g010166m.g	HSF
orange1.1g010222m	orange1.1g007579m.g	bZIP
orange1.1g010591m	orange1.1g009653m.g	SBP
orange1.1g010601m	orange1.1g010601m.g	Trihelix
orange1.1g010605m	orange1.1g009653m.g	SBP
orange1.1g010621m	orange1.1g009653m.g	SBP
orange1.1g010726m	orange1.1g010726m.g	GRAS
orange1.1g010728m	orange1.1g010728m.g	bHLH
orange1.1g010802m	orange1.1g010802m.g	WRKY
orange1.1g010865m	orange1.1g009653m.g	SBP
orange1.1g010873m	orange1.1g009653m.g	SBP
orange1.1g010903m	orange1.1g010903m.g	WRKY
orange1.1g011012m	orange1.1g011012m.g	GRAS
orange1.1g011016m	orange1.1g011016m.g	Dof
orange1.1g011077m	orange1.1g011077m.g	HSF
orange1.1g011169m	orange1.1g011169m.g	Dof
orange1.1g011193m	orange1.1g011193m.g	bHLH
orange1.1g011207m	orange1.1g011207m.g	Trihelix
orange1.1g011260m	orange1.1g011260m.g	HSF
orange1.1g011340m	orange1.1g011340m.g	WRKY
orange1.1g011345m	orange1.1g011345m.g	bZIP
orange1.1g011370m	orange1.1g011370m.g	bHLH
orange1.1g011373m	orange1.1g011373m.g	bHLH
orange1.1g011398m	orange1.1g011370m.g	bHLH
orange1.1g011448m	orange1.1g011471m.g	VOZ
orange1.1g011449m	orange1.1g011471m.g	VOZ
orange1.1g011453m	orange1.1g011471m.g	VOZ
orange1.1g011471m	orange1.1g011471m.g	VOZ
orange1.1g011483m	orange1.1g011483m.g	WRKY
orange1.1g011572m	orange1.1g011572m.g	VOZ
orange1.1g011621m	orange1.1g011621m.g	bHLH
orange1.1g011635m	orange1.1g011640m.g	SBP
orange1.1g011637m	orange1.1g011640m.g	SBP
orange1.1g011640m	orange1.1g011640m.g	SBP
orange1.1g011646m	orange1.1g011640m.g	SBP
orange1.1g011651m	orange1.1g011640m.g	SBP
orange1.1g011662m	orange1.1g011640m.g	SBP
orange1.1g011681m	orange1.1g011471m.g	VOZ
orange1.1g011736m	orange1.1g011736m.g	GRAS
orange1.1g011752m	orange1.1g011752m.g	Dof
orange1.1g011784m	orange1.1g007271m.g	NF-X1
orange1.1g011809m	orange1.1g007271m.g	NF-X1
orange1.1g011815m	orange1.1g007271m.g	NF-X1
orange1.1g011830m	orange1.1g007598m.g	NAC
orange1.1g011834m	orange1.1g011471m.g	VOZ
orange1.1g012030m	orange1.1g012030m.g	Trihelix
orange1.1g012118m	orange1.1g012118m.g	NAC
orange1.1g012155m	orange1.1g012118m.g	NAC
orange1.1g012156m	orange1.1g012156m.g	bHLH
orange1.1g012160m	orange1.1g012156m.g	bHLH
orange1.1g012178m	orange1.1g012156m.g	bHLH
orange1.1g012246m	orange1.1g007797m.g	bHLH
orange1.1g012287m	orange1.1g012287m.g	bZIP
orange1.1g012304m	orange1.1g007174m.g	EIL
orange1.1g012340m	orange1.1g007017m.g	EIL
orange1.1g012387m	orange1.1g012387m.g	bHLH
orange1.1g012605m	orange1.1g012605m.g	WRKY
orange1.1g012640m	orange1.1g011373m.g	bHLH
orange1.1g012778m	orange1.1g012778m.g	E2F/DP
orange1.1g012883m	orange1.1g005715m.g	BES1
orange1.1g013027m	orange1.1g013027m.g	NAC
orange1.1g013055m	orange1.1g009051m.g	WRKY
orange1.1g013077m	orange1.1g013027m.g	NAC
orange1.1g013094m	orange1.1g011640m.g	SBP
orange1.1g013166m	orange1.1g013166m.g	bZIP
orange1.1g013190m	orange1.1g007099m.g	WRKY
orange1.1g013197m	orange1.1g013197m.g	bZIP
orange1.1g013208m	orange1.1g013261m.g	Trihelix
orange1.1g013222m	orange1.1g013222m.g	WRKY
orange1.1g013223m	orange1.1g013197m.g	bZIP
orange1.1g013250m	orange1.1g013250m.g	Trihelix
orange1.1g013261m	orange1.1g013261m.g	Trihelix
orange1.1g013266m	orange1.1g013222m.g	WRKY
orange1.1g013454m	orange1.1g009155m.g	GATA
orange1.1g013573m	orange1.1g008458m.g	WRKY
orange1.1g013688m	orange1.1g012387m.g	bHLH
orange1.1g013689m	orange1.1g013166m.g	bZIP
orange1.1g013713m	orange1.1g013197m.g	bZIP
orange1.1g013752m	orange1.1g013752m.g	bHLH
orange1.1g013754m	orange1.1g013197m.g	bZIP
orange1.1g013876m	orange1.1g007316m.g	Trihelix
orange1.1g013903m	orange1.1g013903m.g	GRAS
orange1.1g013960m	orange1.1g007598m.g	NAC
orange1.1g014090m	orange1.1g014090m.g	bHLH
orange1.1g014130m	orange1.1g014130m.g	NAC
orange1.1g014239m	orange1.1g014239m.g	CPP
orange1.1g014260m	orange1.1g014260m.g	NAC
orange1.1g014310m	orange1.1g014310m.g	NAC
orange1.1g014326m	orange1.1g014326m.g	TCP
orange1.1g014327m	orange1.1g014327m.g	bZIP
orange1.1g014360m	orange1.1g014360m.g	TCP
orange1.1g014374m	orange1.1g014374m.g	bHLH
orange1.1g014381m	orange1.1g006081m.g	CPP
orange1.1g014413m	orange1.1g014413m.g	GRAS
orange1.1g014445m	orange1.1g014310m.g	NAC
orange1.1g014446m	orange1.1g014477m.g	bHLH
orange1.1g014471m	orange1.1g014471m.g	bZIP
orange1.1g014477m	orange1.1g014477m.g	bHLH
orange1.1g014485m	orange1.1g014090m.g	bHLH
orange1.1g014506m	orange1.1g008967m.g	bHLH
orange1.1g014550m	orange1.1g014090m.g	bHLH
orange1.1g014629m	orange1.1g014629m.g	WRKY
orange1.1g014660m	orange1.1g014660m.g	bZIP
orange1.1g014693m	orange1.1g014693m.g	GeBP
orange1.1g014731m	orange1.1g014629m.g	WRKY
orange1.1g014735m	orange1.1g007099m.g	WRKY
orange1.1g014831m	orange1.1g013197m.g	bZIP
orange1.1g014865m	orange1.1g013197m.g	bZIP
orange1.1g014869m	orange1.1g014869m.g	Trihelix
orange1.1g014879m	orange1.1g014471m.g	bZIP
orange1.1g014896m	orange1.1g014896m.g	GRAS
orange1.1g014958m	orange1.1g013752m.g	bHLH
orange1.1g015081m	orange1.1g012118m.g	NAC
orange1.1g015162m	orange1.1g015162m.g	HSF
orange1.1g015233m	orange1.1g012387m.g	bHLH
orange1.1g015258m	orange1.1g015258m.g	bZIP
orange1.1g015262m	orange1.1g015258m.g	bZIP
orange1.1g015265m	orange1.1g015258m.g	bZIP
orange1.1g015330m	orange1.1g015330m.g	bHLH
orange1.1g015337m	orange1.1g015337m.g	bHLH
orange1.1g015380m	orange1.1g015337m.g	bHLH
orange1.1g015385m	orange1.1g015258m.g	bZIP
orange1.1g015394m	orange1.1g008458m.g	WRKY
orange1.1g015486m	orange1.1g015330m.g	bHLH
orange1.1g015494m	orange1.1g008458m.g	WRKY
orange1.1g015499m	orange1.1g008458m.g	WRKY
orange1.1g015571m	orange1.1g008967m.g	bHLH
orange1.1g015575m	orange1.1g015575m.g	NAC
orange1.1g015604m	orange1.1g015635m.g	HSF
orange1.1g015616m	orange1.1g015616m.g	WRKY
orange1.1g015617m	orange1.1g014374m.g	bHLH
orange1.1g015627m	orange1.1g015627m.g	E2F/DP
orange1.1g015631m	orange1.1g015635m.g	HSF
orange1.1g015635m	orange1.1g015635m.g	HSF
orange1.1g015639m	orange1.1g014090m.g	bHLH
orange1.1g015644m	orange1.1g015635m.g	HSF
orange1.1g015653m	orange1.1g015635m.g	HSF
orange1.1g015655m	orange1.1g015635m.g	HSF
orange1.1g015665m	orange1.1g015635m.g	HSF
orange1.1g015691m	orange1.1g014374m.g	bHLH
orange1.1g015739m	orange1.1g015739m.g	bZIP
orange1.1g015799m	orange1.1g015799m.g	TCP
orange1.1g015827m	orange1.1g015827m.g	NAC
orange1.1g015848m	orange1.1g013752m.g	bHLH
orange1.1g015853m	orange1.1g015853m.g	NAC
orange1.1g015878m	orange1.1g015878m.g	E2F/DP
orange1.1g015923m	orange1.1g011077m.g	HSF
orange1.1g015924m	orange1.1g015827m.g	NAC
orange1.1g015940m	orange1.1g015940m.g	Trihelix
orange1.1g015978m	orange1.1g010802m.g	WRKY
orange1.1g015998m	orange1.1g015998m.g	NAC
orange1.1g016008m	orange1.1g014326m.g	TCP
orange1.1g016086m	orange1.1g016095m.g	NAC
orange1.1g016090m	orange1.1g015627m.g	E2F/DP
orange1.1g016091m	orange1.1g016091m.g	HSF
orange1.1g016093m	orange1.1g015940m.g	Trihelix
orange1.1g016095m	orange1.1g016095m.g	NAC
orange1.1g016130m	orange1.1g016130m.g	TCP
orange1.1g016131m	orange1.1g014374m.g	bHLH
orange1.1g016170m	orange1.1g015627m.g	E2F/DP
orange1.1g016181m	orange1.1g016181m.g	NAC
orange1.1g016182m	orange1.1g014660m.g	bZIP
orange1.1g016283m	orange1.1g016283m.g	NAC
orange1.1g016319m	orange1.1g016319m.g	Trihelix
orange1.1g016337m	orange1.1g016181m.g	NAC
orange1.1g016364m	orange1.1g011640m.g	SBP
orange1.1g016378m	orange1.1g016378m.g	HSF
orange1.1g016391m	orange1.1g011640m.g	SBP
orange1.1g016435m	orange1.1g016435m.g	NAC
orange1.1g016498m	orange1.1g009144m.g	EIL
orange1.1g016500m	orange1.1g009144m.g	EIL
orange1.1g016542m	orange1.1g016542m.g	NAC
orange1.1g016551m	orange1.1g013222m.g	WRKY
orange1.1g016555m	orange1.1g014660m.g	bZIP
orange1.1g016577m	orange1.1g007797m.g	bHLH
orange1.1g016610m	orange1.1g014660m.g	bZIP
orange1.1g016623m	orange1.1g007099m.g	WRKY
orange1.1g016638m	orange1.1g016638m.g	bHLH
orange1.1g016690m	orange1.1g016091m.g	HSF
orange1.1g016692m	orange1.1g016692m.g	HSF
orange1.1g016698m	orange1.1g016091m.g	HSF
orange1.1g016701m	orange1.1g016091m.g	HSF
orange1.1g016706m	orange1.1g016706m.g	GATA
orange1.1g016719m	orange1.1g016091m.g	HSF
orange1.1g016724m	orange1.1g016706m.g	GATA
orange1.1g016735m	orange1.1g011169m.g	Dof
orange1.1g016782m	orange1.1g015940m.g	Trihelix
orange1.1g016791m	orange1.1g016791m.g	NAC
orange1.1g016828m	orange1.1g016091m.g	HSF
orange1.1g016840m	orange1.1g009144m.g	EIL
orange1.1g016971m	orange1.1g016971m.g	SBP
orange1.1g016972m	orange1.1g016972m.g	ZF-HD
orange1.1g017042m	orange1.1g017042m.g	GeBP
orange1.1g017062m	orange1.1g011370m.g	bHLH
orange1.1g017095m	orange1.1g015627m.g	E2F/DP
orange1.1g017142m	orange1.1g017142m.g	NAC
orange1.1g017192m	orange1.1g011572m.g	VOZ
orange1.1g017195m	orange1.1g017195m.g	GATA
orange1.1g017206m	orange1.1g011640m.g	SBP
orange1.1g017207m	orange1.1g011640m.g	SBP
orange1.1g017220m	orange1.1g011572m.g	VOZ
orange1.1g017256m	orange1.1g017256m.g	SBP
orange1.1g017286m	orange1.1g017286m.g	bZIP
orange1.1g017311m	orange1.1g011640m.g	SBP
orange1.1g017321m	orange1.1g017348m.g	GATA
orange1.1g017348m	orange1.1g017348m.g	GATA
orange1.1g017356m	orange1.1g017348m.g	GATA
orange1.1g017390m	orange1.1g017390m.g	GATA
orange1.1g017409m	orange1.1g017348m.g	GATA
orange1.1g017473m	orange1.1g015575m.g	NAC
orange1.1g017477m	orange1.1g016972m.g	ZF-HD
orange1.1g017479m	orange1.1g017479m.g	WRKY
orange1.1g017497m	orange1.1g017497m.g	bHLH
orange1.1g017583m	orange1.1g016638m.g	bHLH
orange1.1g017665m	orange1.1g017665m.g	NAC
orange1.1g017677m	orange1.1g013222m.g	WRKY
orange1.1g017694m	orange1.1g017694m.g	HSF
orange1.1g017721m	orange1.1g017694m.g	HSF
orange1.1g017725m	orange1.1g017725m.g	TCP
orange1.1g017783m	orange1.1g011483m.g	WRKY
orange1.1g017825m	orange1.1g017825m.g	NF-YA
orange1.1g017827m	orange1.1g017827m.g	NAC
orange1.1g017834m	orange1.1g017195m.g	GATA
orange1.1g017854m	orange1.1g017854m.g	NAC
orange1.1g017895m	orange1.1g017895m.g	WRKY
orange1.1g017908m	orange1.1g011077m.g	HSF
orange1.1g017919m	orange1.1g017919m.g	Dof
orange1.1g017930m	orange1.1g017930m.g	WRKY
orange1.1g017956m	orange1.1g017956m.g	Trihelix
orange1.1g017958m	orange1.1g009155m.g	GATA
orange1.1g017964m	orange1.1g017964m.g	bHLH
orange1.1g018006m	orange1.1g015635m.g	HSF
orange1.1g018007m	orange1.1g018007m.g	bHLH
orange1.1g018107m	orange1.1g018107m.g	HSF
orange1.1g018155m	orange1.1g012156m.g	bHLH
orange1.1g018192m	orange1.1g018238m.g	bZIP
orange1.1g018206m	orange1.1g018238m.g	bZIP
orange1.1g018215m	orange1.1g018215m.g	WRKY
orange1.1g018230m	orange1.1g018238m.g	bZIP
orange1.1g018236m	orange1.1g018238m.g	bZIP
orange1.1g018238m	orange1.1g018238m.g	bZIP
orange1.1g018251m	orange1.1g018238m.g	bZIP
orange1.1g018255m	orange1.1g018255m.g	WRKY
orange1.1g018277m	orange1.1g017348m.g	GATA
orange1.1g018284m	orange1.1g015258m.g	bZIP
orange1.1g018357m	orange1.1g018357m.g	bZIP
orange1.1g018368m	orange1.1g018368m.g	BBR-BPC
orange1.1g018407m	orange1.1g018407m.g	WRKY
orange1.1g018495m	orange1.1g018495m.g	HSF
orange1.1g018596m	orange1.1g018596m.g	NAC
orange1.1g018605m	orange1.1g018605m.g	bZIP
orange1.1g018620m	orange1.1g018620m.g	Trihelix
orange1.1g018626m	orange1.1g017348m.g	GATA
orange1.1g018639m	orange1.1g018605m.g	bZIP
orange1.1g018641m	orange1.1g017348m.g	GATA
orange1.1g018643m	orange1.1g018605m.g	bZIP
orange1.1g018653m	orange1.1g017195m.g	GATA
orange1.1g018654m	orange1.1g018659m.g	WRKY
orange1.1g018659m	orange1.1g018659m.g	WRKY
orange1.1g018676m	orange1.1g018605m.g	bZIP
orange1.1g018677m	orange1.1g018605m.g	bZIP
orange1.1g018679m	orange1.1g018605m.g	bZIP
orange1.1g018789m	orange1.1g018007m.g	bHLH
orange1.1g018790m	orange1.1g018790m.g	E2F/DP
orange1.1g018827m	orange1.1g018827m.g	E2F/DP
orange1.1g018835m	orange1.1g018835m.g	NAC
orange1.1g018897m	orange1.1g018897m.g	bHLH
orange1.1g018950m	orange1.1g018950m.g	NAC
orange1.1g018981m	orange1.1g017195m.g	GATA
orange1.1g018999m	orange1.1g019036m.g	NF-YA
orange1.1g019001m	orange1.1g019036m.g	NF-YA
orange1.1g019003m	orange1.1g019036m.g	NF-YA
orange1.1g019005m	orange1.1g019036m.g	NF-YA
orange1.1g019011m	orange1.1g019011m.g	NAC
orange1.1g019036m	orange1.1g019036m.g	NF-YA
orange1.1g019057m	orange1.1g019057m.g	Trihelix
orange1.1g019071m	orange1.1g018605m.g	bZIP
orange1.1g019126m	orange1.1g019126m.g	WRKY
orange1.1g019163m	orange1.1g019163m.g	bZIP
orange1.1g019213m	orange1.1g019213m.g	SRS
orange1.1g019338m	orange1.1g014374m.g	bHLH
orange1.1g019375m	orange1.1g019375m.g	WRKY
orange1.1g019400m	orange1.1g012287m.g	bZIP
orange1.1g019404m	orange1.1g019404m.g	WRKY
orange1.1g019413m	orange1.1g019413m.g	Trihelix
orange1.1g019446m	orange1.1g017825m.g	NF-YA
orange1.1g019485m	orange1.1g019485m.g	bHLH
orange1.1g019499m	orange1.1g018605m.g	bZIP
orange1.1g019508m	orange1.1g019485m.g	bHLH
orange1.1g019574m	orange1.1g019574m.g	bHLH
orange1.1g019597m	orange1.1g012387m.g	bHLH
orange1.1g019612m	orange1.1g012387m.g	bHLH
orange1.1g019617m	orange1.1g012387m.g	bHLH
orange1.1g019618m	orange1.1g012156m.g	bHLH
orange1.1g019625m	orange1.1g019574m.g	bHLH
orange1.1g019668m	orange1.1g019668m.g	Dof
orange1.1g019686m	orange1.1g015940m.g	Trihelix
orange1.1g019737m	orange1.1g019737m.g	WRKY
orange1.1g019764m	orange1.1g019764m.g	NF-YA
orange1.1g019782m	orange1.1g019782m.g	NF-YA
orange1.1g019800m	orange1.1g018368m.g	BBR-BPC
orange1.1g019803m	orange1.1g018368m.g	BBR-BPC
orange1.1g019806m	orange1.1g019782m.g	NF-YA
orange1.1g019814m	orange1.1g019814m.g	NF-YC
orange1.1g019821m	orange1.1g019821m.g	NAC
orange1.1g019823m	orange1.1g019823m.g	Trihelix
orange1.1g019898m	orange1.1g019898m.g	TCP
orange1.1g019919m	orange1.1g019919m.g	GATA
orange1.1g019930m	orange1.1g019898m.g	TCP
orange1.1g019960m	orange1.1g019960m.g	bHLH
